category,idiklan,url,price,title,dilihat,place,device
Bekas,396824389        			,http://olx.co.id/iklan/dijual-iphone-5-white-64gb-IDqR29n.html,1.700.000,Dijual Iphone 5 white 64gb,20,"Malang Kota, Jawa Timur",via HP
Bekas,396822584        			,http://olx.co.id/iklan/asus-zenfone-go-ram-2gb-5inchi-kamera-8mp-IDqR1Gg.html,700.000,Asus Zenfone Go ram 2GB 5inchi kamera 8MP,36,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396822484        			,http://olx.co.id/iklan/bb-q20-blackberry-clasic-mulus-segel-IDqR1EE.html,1.200.000,BB Q20 blackberry clasic mulus segel,9,"Semarang Kota, Jawa Tengah",via HP
Bekas,396822629        			,http://olx.co.id/iklan/oppo-neo-5-2bh-IDqR1GZ.html,850.000,Oppo neo 5/ 2bh,21,"Palembang Kota, Sumatra Selatan",via HP
Baru,396822549        			,http://olx.co.id/iklan/asus-zenfone-live-IDqR1FH.html,1.550.000,Asus Zenfone Live,15,"Tulungagung Kab. , Jawa Timur",via HP
Bekas,396822599        			,http://olx.co.id/iklan/oppo-neo7-whitegold-mulus-IDqR1Gw.html,990.000,Oppo neo7 whitegold mulus,18,"Semarang Kota, Jawa Tengah",via HP
Baru,396822604        			,http://olx.co.id/iklan/samsung-e1272-lipat-caramel-garansi-resmi-IDqR1GA.html,450.000,Samsung E1272 Lipat Caramel Garansi Resmi,11,"Medan Kota, Sumatra Utara",via HP
Bekas,396822738        			,http://olx.co.id/iklan/sharp-aquos-305-sh-4g-lte-IDqR1IK.html,800.000,Sharp Aquos 305 SH 4G LTE,53,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396822558        			,http://olx.co.id/iklan/samsung-galaxy-j5-sm-j500g-4g-IDqR1FQ.html,1.350.000,Samsung galaxy J5 sm-j500g _4G,15,"Tangerang Kab., Banten",via HP
Bekas,396822859        			,http://olx.co.id/iklan/vivo-y15-warna-putih-komplet-IDqR1KH.html,550.000,Vivo y15 warna putih komplet,37,"Banjarmasin Kota, Kalimantan Selatan",via HP
Bekas,396822694        			,http://olx.co.id/iklan/jual-lenovo-vibe-note-k4-ram-3-16-IDqR1I2.html,1.400.000,Jual lenovo vibe note K4 Ram 3/16,22,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396822753        			,http://olx.co.id/iklan/samsung-grand-prime-3g-IDqR1IZ.html,950.000,Samsung grand prime . 3g,11,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396824409        			,http://olx.co.id/iklan/iphone-5s-16gb-IDqR29H.html,1.800.000,IPhone 5s 16gb,38,"Tangerang Kota, Banten",via HP
Bekas,396712608        			,http://olx.co.id/iklan/dvd-ori-jual-sm-tempatnya-IDqQz4s.html,200.000,Dvd ori jual sm tempatnya,10,"Kediri  Kab., Jawa Timur",via HP
Bekas,396713728        			,http://olx.co.id/iklan/jual-borongan-casette-barat-jadul-IDqQzmv.html,135.000,Jual borongan casette barat jadul,10,"Jakarta Selatan, Jakarta D.K.I.",via HP
Baru,396705903        			,http://olx.co.id/iklan/antenatv-biasa-pelat-aluminium-tebal-baru-cabel-20-m-IDqQxkj.html,350.000,AntenaTV biasa pelat aluminium tebal baru cabel 20 m,15,"Sidoarjo  Kab., Jawa Timur",via HP
Bekas,396713094        			,http://olx.co.id/iklan/lcd-17-in-sharp-layar-bening-no-minus-IDqQzci.html,350.000,LCD 17-in  Sharp Layar bening no minus,33,"Tangerang Selatan Kota, Banten",via HP
Bekas,396713044        			,http://olx.co.id/iklan/jual-bu-tv-led-politron-32-inch-hub-via-whatsapp-IDqQzbu.html,1.800.000,Jual bu tv led politron 32 inch hub.via whatsapp,57,"Tangerang Kota, Banten",via HP
Baru,396713198        			,http://olx.co.id/iklan/antena-parabolla-murah-anti-semut-IDqQzdY.html,100.000,Antena parabolla murah anti semut,25,"Bandung Kota, Jawa Barat",via HP
Bekas,396716058        			,http://olx.co.id/iklan/dijual-amplifier-mixer-adc-3800pm-IDqQzY6.html,1.500.000,Dijual amplifier mixer ADC 3800PM,53,"Jakarta Barat, Jakarta D.K.I.",via HP
Bekas,396715178        			,http://olx.co.id/iklan/di-jual-tv-lcd-samsung-32inc-lengkap-dgn-kaki-dan-remot-IDqQzJU.html,1.400.000,Di jual tv lcd samsung 32inc lengkap dgn kaki dan remot,39,"Medan Kota, Sumatra Utara",via HP
Baru,396714804        			,http://olx.co.id/iklan/parabola-bogor-new-IDqQzDS.html,1.950.000,Parabola bogor new,2,"Bogor Kota, Jawa Barat",via HP
Bekas,396715394        			,http://olx.co.id/iklan/tv-lg-21inch-mulus-slim-IDqQzNo.html,250.000,Tv LG 21inch mulus slim,116,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396715224        			,http://olx.co.id/iklan/jual-decoder-parabola-merk-matrix-reloaded-plus-IDqQzKE.html,70.000,Jual Decoder Parabola merk Matrix Reloaded Plus,22,"Balikpapan Kota, Kalimantan Timur",via HP
Bekas,396716003        			,http://olx.co.id/iklan/dvd-player-lg-fb164-IDqQzXd.html,875.000,Dvd player LG FB164,51,"Palembang Kota, Sumatra Selatan",via HP
Bekas,396716168        			,http://olx.co.id/iklan/led-tv-lg-43-bis-crom-mulus-IDqQzZS.html,3.100.000,"Led tv Lg 43"" bis crom mulus",36,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396716718        			,http://olx.co.id/iklan/led-toshiba-40-inch-IDqQA8K.html,3.000.000,Led Toshiba 40 inch,21,"Bandung Barat Kab., Jawa Barat",via HP
Baru,396822028        			,http://olx.co.id/iklan/samsung-j3-pro-garansi-resmi-2-350-000-harga-net-IDqR1xi.html,2.350.000,Samsung j3 pro.. garansi resmi.. 2.350.000 harga net..,11,"Tangerang Kota, Banten",via HP
Bekas,396716788        			,http://olx.co.id/iklan/speaker-aktif-polytron-pas-61m-IDqQA9S.html,600.000,Speaker aktif polytron PAS 61M,18,"Sukabumi Kota, Jawa Barat",via HP
Bekas,396821869        			,http://olx.co.id/iklan/lenovo-a6600-umur1bulan-IDqR1uJ.html,1.050.000,Lenovo a6600+ umur1bulan,31,"Semarang Kota, Jawa Tengah",via HP
Bekas,396821973        			,http://olx.co.id/iklan/android-venera-819-IDqR1vp.html,120.000,Android venera 819,16,"Bandung Kab., Jawa Barat",via HP
Bekas,396824393        			,http://olx.co.id/iklan/jual-samsung-j5-black-2015-IDqR29r.html,1.350.000,Jual samsung J5 black 2015,20,"Makassar Kota, Sulawesi Selatan",via HP
Baru,396821889        			,http://olx.co.id/iklan/spigen-xiaomi-note-4-IDqR1w3.html,40.000,Spigen xiaomi note 4,28,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396822078        			,http://olx.co.id/iklan/asus-zenfone-go-4g-lte-IDqR1y6.html,1.000.000,Asus zenfone go 4g lte,6,"Semarang Kota, Jawa Tengah",via HP
Bekas,396822193        			,http://olx.co.id/iklan/samsung-core-2-bening-terawat-nyari-barteran-di-atasnya-nyari-kmbalian-IDqR1zX.html,770.000,Samsung core 2 bening terawat nyari barteran di atasnya/nyari kmbalian,15,"Tangerang Kota, Banten",via HP
Baru,396822133        			,http://olx.co.id/iklan/j3-pro-kredit-25-menit-tanpa-kartu-kredit-cepat-mudah-ringan-IDqR1yZ.html,2.499.000,J3 pro Kredit 25 menit TANPA KARTU KREDIT cepat mudah ringan,4,"Tangerang Selatan Kota, Banten",via HP
Bekas,396822429        			,http://olx.co.id/iklan/advan-r1d-baru-keren-IDqR1DL.html,110.000,Advan R1D Baru Keren,7,"Medan Kota, Sumatra Utara",via HP
Baru,396677139        			,http://olx.co.id/iklan/multimeter-digital-IDqQpQn.html,125.000,Multimeter digital,8,"Pekalongan Kota, Jawa Tengah",via HP
Baru,396677369        			,http://olx.co.id/iklan/new-gea-kulkas-cooler-freezer-1600liter-IDqQpU5.html,39.800.000,New GEA Kulkas Cooler+Freezer 1600liter,9,"Medan Kota, Sumatra Utara",via HP
Bekas,396708278        			,http://olx.co.id/iklan/dvd-player-lg-1-IDqQxVC.html,200.000,DVD player LG 1,29,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396708469        			,http://olx.co.id/iklan/televisi-toshiba-pro-theatre-32p14-32inchi-32-tv-kondisi-prima-gan-IDqQxZH.html,2.150.000,"Televisi TOSHIBA PRO THEATRE 32P14 32inchi 32"" TV Kondisi Prima Gan",24,"Jakarta Barat, Jakarta D.K.I.",via HP
Baru,396708208        			,http://olx.co.id/iklan/cicilan-mudah-tv-samsung-50inch-bunga-ringan-IDqQxWu.html,10.299.000,Cicilan Mudah TV Samsung 50inch Bunga Ringan,17,"Jakarta Timur, Jakarta D.K.I.",via HP
Baru,396821629        			,http://olx.co.id/iklan/xiaomi-mi-a1-garansi-tam-bisa-kredit-IDqR1qR.html,3.300.000,Xiaomi Mi A1 Garansi TAM. Bisa kredit,9,"Semarang Kota, Jawa Tengah",via HP
Baru,396822118        			,http://olx.co.id/iklan/brandcode-b3310-mirip-nokia-3310-reborn-IDqR1yK.html,150.000,Brandcode B3310 Mirip Nokia 3310 Reborn,10,"Medan Kota, Sumatra Utara",via HP
Bekas,396710769        			,http://olx.co.id/iklan/amplifier-power-cdplayer-IDqQyAN.html,750.000,"Amplifier,power,cdplayer",54,"Bandung Kota, Jawa Barat",via HP
Bekas,396639949        			,http://olx.co.id/iklan/redmi-2prime-2-16gb-nego-IDqQgax.html,1.000.000,Redmi 2prime 2/16gb nego,26,"Jakarta Utara, Jakarta D.K.I.",via HP
Bekas,396711419        			,http://olx.co.id/iklan/tv-sharp-audio-booster-32inch-non-led-IDqQyLh.html,680.000,Tv sharp audio booster 32inch non led,76,"Jakarta Barat, Jakarta D.K.I.",via HP
Bekas,396711308        			,http://olx.co.id/iklan/led-tv-lg-24-inc-hd-hdmi-usb-movie-segel-IDqQyJu.html,800.000,LED TV LG 24 Inc HD Hdmi Usb Movie Segel,48,"Brebes Kab., Jawa Tengah",via HP
Bekas,396711434        			,http://olx.co.id/iklan/tv-led-lg-32-lb-56-IDqQyLv.html,1.700.000,Tv led LG 32 LB 56,31,"Depok Kota, Jawa Barat",via HP
Bekas,396710863        			,http://olx.co.id/iklan/tv-32inch-rusak-lcd-murah-IDqQyCj.html,350.000,TV  32inch rusak lcd murah,28,"Klaten Kab., Jawa Tengah",via HP
Baru,396821584        			,http://olx.co.id/iklan/xiaomi-mi6-ram-6gb-128gb-warna-black-IDqR1q8.html,5.885.000,Xiaomi mi6 RAM 6gb/128gb Warna Black,17,"Jakarta Selatan, Jakarta D.K.I.",via HP
Baru,396711599        			,http://olx.co.id/iklan/speaker-advance-mantap-baru-IDqQyOb.html,115.000,Speaker advance mantap baru,22,"Medan Kota, Sumatra Utara",via HP
Bekas,396821668        			,http://olx.co.id/iklan/xiaomi-redmi-note-3-pro-ram-3-32-matot-IDqR1ru.html,600.000,Xiaomi redmi note 3 pro ram 3/32 matot,53,"Jakarta Utara, Jakarta D.K.I.",via HP
Bekas,396821539        			,http://olx.co.id/iklan/samsung-e5-di-solo-IDqR1pp.html,875.000,Samsung E5 di Solo,56,"Surakarta Kota, Jawa Tengah",via HP
Bekas,396626624        			,http://olx.co.id/iklan/speaker-center-boston-404v-IDqQcHC.html,450.000,Speaker center boston 404v,26,"Bekasi Kota, Jawa Barat",via HP
Bekas,396821759        			,http://olx.co.id/iklan/redmi-2-1-8-minus-touchscreen-pojok-atas-retak-IDqR1sX.html,835.000,Redmi 2 1/8 minus touchscreen pojok atas retak,11,"Bantul Kab., Yogyakarta D.I.",via HP
Bekas,396821588        			,http://olx.co.id/iklan/alcatel-dz890-android-froyo-IDqR1qc.html,270.000,Alcatel DZ890 Android Froyo,20,"Medan Kota, Sumatra Utara",via HP
Bekas,396821708        			,http://olx.co.id/iklan/jual-oppo-r7-plus-fullset-gak-ninggal-apa-mulussistimewa-no-minus-IDqR1s8.html,2.700.000,"Jual Oppo R7 plus,fullset,gak ninggal apa.muluss(istimewa).no minus",26,"Surabaya Kota, Jawa Timur",via HP
Baru,396705404        			,http://olx.co.id/iklan/mini-speaker-bluetooth-built-in-rechargeable-IDqQxcg.html,80.000,Mini Speaker Bluetooth Built-in Rechargeable,16,"Bandar Lampung Kota, Lampung",via HP
Bekas,396821894        			,http://olx.co.id/iklan/oppo-f1s-evo-4-64gb-2-8-nego-IDqR1w8.html,2.800.000,Oppo F1S evo 4/64gb 2.8 nego,14,"Tangerang Selatan Kota, Banten",via HP
Bekas,396821818        			,http://olx.co.id/iklan/samsung-note-3-ram-3-32gb-putih-single-sim-4g-lte-fullset-IDqR1tU.html,1.500.000,Samsung note 3 ram 3/32gb putih single sim 4g/lte fullset,48,"Malang Kota, Jawa Timur",via HP
Baru,396712018        			,http://olx.co.id/iklan/antena-hiburan-bermutu-untuk-keluarga-IDqQyUV.html,100.000,Antena hiburan bermutu untuk keluarga,9,"Bandung Kota, Jawa Barat",via HP
Bekas,396821849        			,http://olx.co.id/iklan/xiaomi-note-1lte-850nego-IDqR1up.html,850.000,Xiaomi note 1lte 850nego,48,"Surabaya Kota, Jawa Timur",via HP
Bekas,396821618        			,http://olx.co.id/iklan/nokia-2310-minus-tulang-pecah-batre-dobel-power-IDqR1qG.html,105.000,Nokia 2310 minus tulang pecah batre dobel power,6,"Bukittinggi Kota, Sumatra Barat",via HP
Bekas,396672408        			,http://olx.co.id/iklan/kulkas-3-pintu-merk-sharp-IDqQoC4.html,2.250.000,Kulkas 3 pintu merk sharp,30,"Bandung Kota, Jawa Barat",via HP
Baru,396698019        			,http://olx.co.id/iklan/lg-led-32-cuma-IDqQwh9.html,3.100.000,LG led 32 cuma,12,"Tangerang Selatan Kota, Banten",via HP
Bekas,396704903        			,http://olx.co.id/iklan/jual-murah-led-cocaaaa-msh-baru-sebulan-IDqQx4b.html,1.350.000,Jual murah Led Cocaaaa msh baru sebulan,55,"Jakarta Barat, Jakarta D.K.I.",via HP
Bekas,396705633        			,http://olx.co.id/iklan/dijual-tv-tabung-lg-21-normal-bergaransi-700-000-nego-wa-IDqQxfX.html,700.000,Dijual TV Tabung LG 21' Normal Bergaransi. 700.000 nego Wa,14,"Malang Kab., Jawa Timur",via HP
Baru,396681988        			,http://olx.co.id/iklan/tv-lg-led-smart-tv-43-bisa-dicicil-tanpa-bunga-tanpa-cc-IDqQr6A.html,7.199.000,"Tv LG led smart tv 43"" bisa dicicil tanpa bunga tanpa cc",7,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396705358        			,http://olx.co.id/iklan/tv-polytron-21-inch-slim-subwofer-IDqQxbv.html,750.000,Tv polytron 21 inch slim subwofer,25,"Binjai Kota, Sumatra Utara",via HP
Baru,396654279        			,http://olx.co.id/iklan/led-24in-sharp-aquos-new-grosir-24-le-175-IDqQjTF.html,1.440.000,Led 24in sharp aquos new grosir 24 le 175,18,"Denpasar Kota, Bali",via HP
Bekas,396693923        			,http://olx.co.id/iklan/speaker-set-audiobox-IDqQud5.html,350.000,Speaker set Audiobox,44,"Batam Kota, Kepulauan Riau",via HP
Bekas,396706743        			,http://olx.co.id/iklan/tv-konka-21-in-lanjay-IDqQxxR.html,450.000,Tv konka 21 in lanjay,17,"Bandung Kota, Jawa Barat",via HP
Bekas,396706694        			,http://olx.co.id/iklan/tv-14-in-2-unit-300-rbh-nit-merek-bomba-ama-tcl-IDqQxx4.html,300.000,Tv 14 in 2 unit 300 rbh nit merek bomba ama tcl,15,"Bekasi Kota, Jawa Barat",via HP
Bekas,396706094        			,http://olx.co.id/iklan/tv-lcd-toshiba-32inci-matot-IDqQxno.html,250.000,Tv lcd toshiba 32inci matot,57,"Medan Kota, Sumatra Utara",via HP
Bekas,396821149        			,http://olx.co.id/iklan/dijual-blackberry-8520-IDqR1j7.html,250.000,Dijual blackberry  8520,4,"Jakarta Utara, Jakarta D.K.I.",via HP
Bekas,396821144        			,http://olx.co.id/iklan/jual-motor-beromot-100rb-IDqR1j2.html,100.000,Jual motor beromot 100rb,21,"Banjarmasin Kota, Kalimantan Selatan",via HP
Bekas,396821279        			,http://olx.co.id/iklan/nokia-x2-01-normal-jaya-IDqR1ld.html,175.000,Nokia X2-01 normal jaya.,18,"Surabaya Kota, Jawa Timur",via HP
Bekas,396821293        			,http://olx.co.id/iklan/iphone-5-32gb-jaringan-4g-IDqR1lr.html,1.350.000,Iphone 5 32gb Jaringan 4G,23,"Semarang Kota, Jawa Tengah",via HP
Bekas,396821353        			,http://olx.co.id/iklan/oppo-a57-juli-2017-IDqR1mp.html,2.300.000,Oppo a57 juli 2017,9,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396821373        			,http://olx.co.id/iklan/lenovo-k910l-lte4g-5-5inch-13mp-ram2-16gb-normal-lancar-IDqR1mJ.html,1.035.000,"Lenovo K910L LTE4G 5,5inch 13mp Ram2/16Gb Normal Lancar",46,"Bandung Kota, Jawa Barat",via HP
Bekas,396821463        			,http://olx.co.id/iklan/andromax-e2-kelengkapan-fulset-barang-mulus-banget-IDqR1ob.html,540.000,Andromax E2 kelengkapan fulset barang mulus banget,10,"Semarang Kota, Jawa Tengah",via HP
Bekas,396821469        			,http://olx.co.id/iklan/redmi-note-3-minus-sinyal-IDqR1oh.html,900.000,Redmi note 3 minus sinyal,36,"Bandung Kota, Jawa Barat",via HP
Bekas,396821314        			,http://olx.co.id/iklan/oppo-a57-gold-fullset-IDqR1lM.html,2.500.000,OPPO A57 Gold Fullset,20,"Jakarta Timur, Jakarta D.K.I.",via HP
Baru,396821513        			,http://olx.co.id/iklan/samsung-galaxy-a5-2017-bisa-cicilan-tanpa-kartu-kredit-IDqR1oZ.html,4.599.000,SAMSUNG Galaxy A5 2017. Bisa cicilan tanpa kartu kredit.,10,"Jakarta Pusat, Jakarta D.K.I.",via HP
Bekas,396821458        			,http://olx.co.id/iklan/samsung-galaxy-core-2-sim-ram-1-gb-IDqR1o6.html,550.000,Samsung galaxy core 2 sim ram 1 gb,31,"Surakarta Kota, Jawa Tengah",via HP
Bekas,396821478        			,http://olx.co.id/iklan/xperia-z3-big-mulus-IDqR1oq.html,1.549.000,Xperia z3 big  mulus,14,"Bandar Lampung Kota, Lampung",via HP
Baru,396821319        			,http://olx.co.id/iklan/lenovo-vibe-k4-note-garansi-resmi-black-colour-IDqR1lR.html,1.850.000,Lenovo Vibe K4 Note Garansi Resmi BLACK Colour,6,"Surakarta Kota, Jawa Tengah",via HP
Bekas,396821484        			,http://olx.co.id/iklan/bb-amstrong-batangan-IDqR1ov.html,450.000,BB amstrong batangan.,6,"Jambi Kota, Jambi",via HP
Baru,396707693        			,http://olx.co.id/iklan/parabola-bebas-iuran-IDqQxNb.html,850.000,Parabola bebas iuran,7,"Cimahi Kota, Jawa Barat",via HP
Bekas,396707668        			,http://olx.co.id/iklan/tv-led-lg-24-inch-24mt48af-pt-mulus-murah-jual-cepat-IDqQxMM.html,1.100.000,TV Led LG 24 inch ( 24MT48AF-PT) . mulus. murah jual cepat,33,"Jakarta Pusat, Jakarta D.K.I.",via HP
Baru,396699639        			,http://olx.co.id/iklan/mini-amplifierusb-memory-radio-mic-IDqQwHh.html,250.000,"Mini Amplifier
usb/Memory/Radio/Mic",11,"Sukabumi Kab., Jawa Barat",via HP
Baru,396681688        			,http://olx.co.id/iklan/jual-parabola-antena-tv-IDqQr1K.html,1.300.000,Jual parabola& antena tv,17,"Jakarta Pusat, Jakarta D.K.I.",via HP
Bekas,396656893        			,http://olx.co.id/iklan/speaker-set-logitech-model-z313-IDqQkzP.html,350.000,Speaker set Logitech model Z313,39,"Batam Kota, Kepulauan Riau",via HP
Baru,396695264        			,http://olx.co.id/iklan/kabel-speaker-kabel-speaker-hp-laptop-IDqQuyI.html,15.000,Kabel Speaker/kabel Speaker Hp Laptop,19,"Denpasar Kota, Bali",via HP
Bekas,396702794        			,http://olx.co.id/iklan/lg-tv-32-normal-murmer-IDqQvva.html,1.950.000,"LG TV 32"". Normal #Murmer.",38,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Baru,396703114        			,http://olx.co.id/iklan/speaker-advance-m180bt-baru-IDqQvBk.html,385.000,Speaker Advance M180bt Baru,13,"Denpasar Kota, Bali",via HP
Baru,396679628        			,http://olx.co.id/iklan/tv-lg-ultra-hd-smart-tv-43-bisa-dicicil-tanpa-cc-tanpa-bunga-IDqQquv.html,7.299.000,"Tv LG ultra hd smart tv 43"" bisa dicicil tanpa cc tanpa bunga",9,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396703649        			,http://olx.co.id/iklan/tv-tabung-samsung-24-in-IDqQvJX.html,500.000,Tv tabung samsung 24 in,24,"Tangerang Selatan Kota, Banten",via HP
Bekas,396703354        			,http://olx.co.id/iklan/nikko-na-700-integrated-stereo-amplifier-asli-jepang-IDqQvFc.html,900.000,NIKKO NA-700 Integrated Stereo Amplifier Asli Jepang,35,"Kendal Kab., Jawa Tengah",via HP
Bekas,396680304        			,http://olx.co.id/iklan/tv-tabung-14in-mumer-gan-IDqQqFq.html,270.000,Tv tabung 14in mumer gan,27,"Surabaya Kota, Jawa Timur",via HP
Bekas,396704224        			,http://olx.co.id/iklan/decoder-orangetv-ku-band-IDqQvTe.html,350.000,Decoder OrangeTV KU-Band,9,"Sumedang Kab., Jawa Barat",via HP
Bekas,396704568        			,http://olx.co.id/iklan/panasonic-led-tv-22-c305-IDqQvYM.html,1.050.000,Panasonic led tv 22 C305,30,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396629308        			,http://olx.co.id/iklan/home-theater-lg-dh3140s-mulus-normal-IDqQdoU.html,1.200.000,Home theater LG DH3140S mulus normal,66,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396666144        			,http://olx.co.id/iklan/ac-panasonic-1-2-pk-istimewa-IDqQmZ2.html,1.950.000,Ac panasonic 1/2 pk istimewa,57,"Semarang Kota, Jawa Tengah",via HP
Bekas,396620624        			,http://olx.co.id/iklan/freezer-sanyo-500-liter-IDqQb8Q.html,3.200.000,Freezer SANYO 500 Liter,7,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396665274        			,http://olx.co.id/iklan/mesin-cuci-digital-1-tabung-electrolux-IDqQmL0.html,1.200.000,Mesin Cuci Digital 1 Tabung Electrolux,43,"Bandung Kota, Jawa Barat",via HP
Baru,396667479        			,http://olx.co.id/iklan/ac-sharp-1-2pk-garansi-resmi-100-baru-350-watt-IDqQnkz.html,2.550.000,Ac Sharp 1/2pk garansi resmi 100%baru ( 350 watt ),25,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Baru,396665908        			,http://olx.co.id/iklan/ac-kipas-anak-bangsa-IDqQmWe.html,450.000,Ac kipas anak bangsa,11,"Bekasi Kota, Jawa Barat",via HP
Bekas,396665813        			,http://olx.co.id/iklan/kulkas-1-pintu-merek-sharp-plasma-cluster-kondisi-bagus-IDqQmTH.html,650.000,"Kulkas 1 pintu merek sharp plasma cluster 
kondisi bagus",48,"Medan Kota, Sumatra Utara",via HP
Baru,396820794        			,http://olx.co.id/iklan/redminote-4x332-snapdragon-harga-paling-murah-meriah-polaris-IDqR1do.html,1.949.999,Redminote 4x3*32 snapdragon harga paling murah meriah polaris,12,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396820758        			,http://olx.co.id/iklan/xiaomi-redmi-4x-fullset-mulpis-IDqR1cO.html,1.350.000,Xiaomi redmi 4x fullset mulpis,49,"Bandung Kota, Jawa Barat",via HP
Bekas,396820824        			,http://olx.co.id/iklan/blackberry-porche-p9983-batagan-IDqR1dS.html,2.900.000,Blackberry Porche P9983 Batagan,11,"Medan Kota, Sumatra Utara",via HP
Bekas,396820778        			,http://olx.co.id/iklan/evercros-a7t-murmer-IDqR1d8.html,250.000,Evercros a7t+ murmer,12,"Jakarta Pusat, Jakarta D.K.I.",via HP
Bekas,396820934        			,http://olx.co.id/iklan/grand-prime-2016-nego-IDqR1fE.html,1.050.000,Grand prime 2016 Nego,17,"Palembang Kota, Sumatra Selatan",via HP
Baru,396820894        			,http://olx.co.id/iklan/andomax-prime-4g-IDqR1f0.html,350.000,Andomax prime 4G,21,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396625834        			,http://olx.co.id/iklan/oppo-a37-mulus-normal-hp-carger-IDqQcuS.html,1.400.000,Oppo A37 mulus normal hp+carger,10,"Cilacap Kab., Jawa Tengah",via HP
Bekas,396700238        			,http://olx.co.id/iklan/tv-led-lg-43inchi-murmer-IDqQwQV.html,2.850.000,Tv led LG 43inchi murmer,92,"Denpasar Kota, Bali",via HP
Bekas,396700304        			,http://olx.co.id/iklan/saya-handycam-hdr-pj340-projectormulus-no-minu-IDqQwS0.html,1.750.000,"Saya Handycam HDR-PJ340 + projector

Mulus no minu",12,"Bandung Kota, Jawa Barat",via HP
Bekas,396820968        			,http://olx.co.id/iklan/oppo-f1s-3-32-mulus-IDqR1gc.html,2.450.000,Oppo F1s 3/32 Mulus,10,"Bandar Lampung Kota, Lampung",via HP
Bekas,396820904        			,http://olx.co.id/iklan/iphone-6splus-16gb-roseglod-IDqR1fa.html,5.450.000,Iphone 6SPlus 16GB -RoseGlod,3,"Jakarta Pusat, Jakarta D.K.I.",via HP
Bekas,396700538        			,http://olx.co.id/iklan/jual-tv-led-merk-akari-24-inch-IDqQwWM.html,1.500.000,Jual tv led merk akari 24 inch,21,"Bekasi Kota, Jawa Barat",via HP
Bekas,396699578        			,http://olx.co.id/iklan/cari-handycam-yg-pakai-hardisk-IDqQwGi.html,900.000,Cari handycam yg pakai hardisk,21,"Surakarta Kota, Jawa Tengah",via HP
Bekas,396820943        			,http://olx.co.id/iklan/vivo-v55s-baru-1-minggu-seperti-baru-IDqR1fN.html,2.050.000,Vivo v55s baru 1 minggu seperti baru,6,"Surakarta Kota, Jawa Tengah",via HP
Baru,396627269        			,http://olx.co.id/iklan/sp-aktip-baretone-15-barang-stock-ready-siap-order-IDqQcS1.html,4.000.000,"Sp aktip baretone 15"" barang stock ready siap order",29,"Depok Kota, Jawa Barat",via HP
Bekas,396701138        			,http://olx.co.id/iklan/speaker-aktif-normal-IDqQv5s.html,250.000,Speaker aktif normal,50,"Bogor Kota, Jawa Barat",via HP
Bekas,396695483        			,http://olx.co.id/iklan/speaker-aktif-datz-IDqQuCf.html,1.000.000,Speaker Aktif DatZ,62,"Palembang Kota, Sumatra Selatan",via HP
Bekas,396659869        			,http://olx.co.id/iklan/kompresor-kulkas-suara-mesin-masih-halus-keadaanori-IDqQllP.html,250.000,Kompresor kulkas suara mesin masih halus keadaanori,40,"Jakarta Pusat, Jakarta D.K.I.",via HP
Bekas,396660188        			,http://olx.co.id/iklan/ht-motorola-gp88s-uhf-IDqQlqY.html,800.000,Ht motorola gp88s uhf,41,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396820503        			,http://olx.co.id/iklan/samsung-j5-ada-minus-IDqR18H.html,750.000,Samsung j5 ada minus,76,"Jakarta Pusat, Jakarta D.K.I.",via HP
Baru,384008469        			,http://olx.co.id/iklan/compresor-paint-cat-multifungsi-IDpZg8Z.html,600.000,Compresor paint cat multifungsi,84,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396820418        			,http://olx.co.id/iklan/iphone-5-32-mulus-IDqR17k.html,1.200.000,Iphone 5 32 mulus,34,"Tangerang Selatan Kota, Banten",via HP
Bekas,396660213        			,http://olx.co.id/iklan/1-2pk-tcl-330wat-dingin-surabaya-sidoarjo-IDqQlrn.html,1.250.000,1/2pk TCL 330wat dingin surabaya sidoarjo,50,"Surabaya Kota, Jawa Timur",via HP
