category,idiklan,url,price,title,dilihat,place,device
Bekas,396649899        			,http://olx.co.id/iklan/jual-laptop-asus-15-6-inc-fullset-baru-buka-dus-IDqQiL1.html,3.500.000,"Jual laptop asus 15,6 inc fullset baru buka dus",64,"Jakarta Timur, Jakarta D.K.I.",via HP
Baru,396649938        			,http://olx.co.id/iklan/asus-a456uq-i7-7500u-ram-8gb-gaming-bisa-kredit-gratis-1x-angsuran-IDqQiLE.html,9.799.000,Asus A456UQ i7-7500U RAM 8GB gaming bisa kredit gratis 1x angsuran,24,"Tangerang Kota, Banten",via HP
Baru,396650244        			,http://olx.co.id/iklan/hp-notebook-14-bs015-bisa-di-cicil-tanpa-kartu-kredit-proses-cepat-IDqQiQA.html,6.199.000,HP Notebook 14-bs015 bisa di cicil tanpa kartu kredit proses cepat,15,"Bekasi Kota, Jawa Barat",via HP
Bekas,396650573        			,http://olx.co.id/iklan/jual-axioo-netbook-10-inci-normal-jaya-IDqQiWT.html,1.300.000,Jual axioo netbook 10 inci  normal jaya,21,"Denpasar Kota, Bali",via HP
Bekas,396651008        			,http://olx.co.id/iklan/asus-x453m-celeron-dijual-untuk-dibeli-IDqQj2U.html,2.450.000,",, Asus X453M Celeron ,dijual untuk dibeli",24,"Jakarta Barat, Jakarta D.K.I.",via HP
Bekas,396649549        			,http://olx.co.id/iklan/blackberry-bellagio-second-IDqQiFn.html,210.000,Blackberry bellagio second,72,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396651199        			,http://olx.co.id/iklan/asus-x200ma-2gb-500gb-like-new-celeron-tipis-bgt-hazwel-cibubur-IDqQj5Z.html,2.400.000,Asus X200MA-2gb 500gb-Like New/Celeron Tipis Bgt/HAZWEL-CIBUBUR,25,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396649678        			,http://olx.co.id/iklan/iphone-5s-ex-garansi-resmi-inter-lengkap-16gb-IDqQiHs.html,1.800.000,Iphone 5s ex garansi resmi inter lengkap 16gb,80,"Surabaya Kota, Jawa Timur",via HP
Bekas,396649489        			,http://olx.co.id/iklan/oppo-joy-3-fulset-IDqQiEp.html,750.000,Oppo joy 3 fulset,50,"Banjarmasin Kota, Kalimantan Selatan",via HP
Bekas,396649589        			,http://olx.co.id/iklan/lg-q6-32gb-black-mulus-seperti-baru-belum-seminggu-IDqQiG1.html,2.550.000,LG Q6 32GB Black Mulus Seperti Baru Belum Seminggu,154,"Banjarmasin Kota, Kalimantan Selatan",via HP
Bekas,396649544        			,http://olx.co.id/iklan/samsung-a5-2017-anti-air-IDqQiFi.html,3.500.000,Samsung a5 2017 anti air,108,"Surakarta Kota, Jawa Tengah",via HP
Bekas,396649514        			,http://olx.co.id/iklan/asus-zenfone-go-IDqQiEO.html,625.000,Asus zenfone go,21,"Samarinda Kota, Kalimantan Timur",via HP
Bekas,396649738        			,http://olx.co.id/iklan/samsung-s6-aktive-batang-mulus-like-new-IDqQiIq.html,2.600.000,Samsung s6 aktive batang mulus like new,32,"Cimahi Kota, Jawa Barat",via HP
Bekas,396649824        			,http://olx.co.id/iklan/samsung-j7-prime-fullset-IDqQiJO.html,2.650.000,Samsung j7 prime fullset,20,"Mataram Kota, Nusa Tenggara Barat",via HP
Bekas,396649829        			,http://olx.co.id/iklan/iphone-4s-cdma-16-gb-IDqQiJT.html,375.000,Iphone 4s cdma 16 gb,70,"Bandung Kota, Jawa Barat",via HP
Baru,396649763        			,http://olx.co.id/iklan/oppo-a57-mantap-deh-spesifikasi-keren-IDqQiIP.html,2.799.000,Oppo A57 Mantap deh spesifikasi keren,12,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396623553        			,http://olx.co.id/iklan/di-jual-a5-2016-hitam-IDqQbU5.html,2.850.000,Di jual a5 2016 hitam,50,"Malang Kota, Jawa Timur",via HP
Bekas,396649849        			,http://olx.co.id/iklan/j5-2015-hp-charger-IDqQiKd.html,1.200.000,J5 2015    hp+charger !!!,53,"Malang Kab., Jawa Timur",via HP
Bekas,390187733        			,http://olx.co.id/iklan/n-gage-qd-hp-cas-mulus-kyak-baru-normal-no-minus-450rb-IDqpbEx.html,450.000,N gage qd hp cas mulus kyak baru normal no minus 450rb,129,"Denpasar Kota, Bali",via HP
Bekas,390186543        			,http://olx.co.id/iklan/nokia-x-rm-IDqpbll.html,400.000,Nokia x rm,142,"Bekasi Kota, Jawa Barat",via HP
Bekas,390187274        			,http://olx.co.id/iklan/motorola-jadul-t191-IDqpbx8.html,250.000,Motorola Jadul T191,223,"Medan Kota, Sumatra Utara",via HP
Bekas,390196604        			,http://olx.co.id/iklan/nokia-6600-slide-normal-IDqpdXC.html,375.000,Nokia 6600 slide normal,130,"Bandung Kota, Jawa Barat",via HP
Bekas,390194469        			,http://olx.co.id/iklan/jual-motorola-moto-m-dual-sim-ram-4-gb-internal-32-gb-IDqpdpb.html,2.500.000,Jual Motorola Moto M Dual Sim Ram 4 Gb Internal 32 Gb,207,"Pontianak Kota, Kalimantan Barat",via HP
Bekas,390192144        			,http://olx.co.id/iklan/wifi-bolt-charger-dan-nokia-105-IDqpcNG.html,200.000,Wifi bolt charger dan nokia 105,128,"Depok Kota, Jawa Barat",via HP
Bekas,390188543        			,http://olx.co.id/iklan/nokia-x-2-batangan-IDqpbRB.html,210.000,Nokia x 2 batangan,71,"Pematangsiantar Kota, Sumatra Utara",via HP
Bekas,390197589        			,http://olx.co.id/iklan/nokia-e90-ego-carzer-only-IDqpedw.html,1.450.000,Nokia E90 ego carzer only,214,"Bandung Kota, Jawa Barat",via HP
Baru,390198058        			,http://olx.co.id/iklan/nokia-105-dual-sim-ta10-34-IDqpel4.html,250.000,Nokia 105 dual sim/TA10-34,157,"Surabaya Kota, Jawa Timur",via HP
Bekas,390199163        			,http://olx.co.id/iklan/nokia-230-ds-new-IDqpeCT.html,650.000,Nokia 230 DS new,84,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,390204734        			,http://olx.co.id/iklan/nokia-senter-1280-jj-m-08-super-mulus-IDqpg4K.html,200.000,Nokia senter 1280 & Jj m 08 Super mulus,99,"Binjai Kota, Sumatra Utara",via HP
Bekas,390200733        			,http://olx.co.id/iklan/dijual-nokia-n76-lipat-normal-mines-tombol-kipet-hilang-IDqpf2d.html,500.000,Dijual Nokia N76 lipat normal mines tombol kipet hilang,170,"Denpasar Kota, Bali",via HP
Baru,390040523        			,http://olx.co.id/iklan/sale-nokia-130-kamera-gress-segel-box-grs-resmi-1th-bisa-cod-kota-bdg-IDqozmb.html,320.000,SALE Nokia 130 kamera gress segel box grs resmi 1th bisa cod kota Bdg,92,"Bandung Kota, Jawa Barat",via HP
Bekas,390202669        			,http://olx.co.id/iklan/nokia-5300-xpressmusic-IDqpfxr.html,550.000,Nokia 5300 XpressMusic,100,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396646833        			,http://olx.co.id/iklan/notebook-acer-d270-IDqQhXz.html,1.200.000,Notebook acer d270,68,"Bandung Kota, Jawa Barat",via HP
Bekas,396646779        			,http://olx.co.id/iklan/asus-nvidia-geforce-gt-630-IDqQhVH.html,450.000,ASUS NVIDIA Geforce GT 630,26,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Baru,390210138        			,http://olx.co.id/iklan/moto-m-cicilan-tanpa-kartu-credit-promo-bunga-0-proses-30-menit-IDqphtU.html,2.999.000,Moto M Cicilan Tanpa Kartu Credit Promo Bunga 0% proses 30 menit,69,"Jakarta Selatan, Jakarta D.K.I.",via HP
Baru,382374443        			,http://olx.co.id/iklan/ram-nya-laptop-ddr2-2gb-pc64oo-IDpSp3J.html,170.000,RAM nya Laptop. DDR2 2Gb PC64OO.,65,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Baru,396647224        			,http://olx.co.id/iklan/hp-14-bs011tu-intel-i3-6006u-kredit-instan-langsung-bawa-pulang-barang-IDqQi3S.html,5.299.000,HP 14-Bs011TU Intel i3-6006U kredit instan Langsung bawa pulang barang,13,"Tangerang Kota, Banten",via HP
Bekas,396647434        			,http://olx.co.id/iklan/laptop-asus-rog-IDqQi7g.html,13.000.000,Laptop Asus rog,56,"Medan Kota, Sumatra Utara",via HP
Baru,396647634        			,http://olx.co.id/iklan/mouse-optical-genius-netscroll-120-IDqQiau.html,40.000,Mouse optical genius netscroll 120,11,"Bogor Kab., Jawa Barat",via HP
Bekas,396647349        			,http://olx.co.id/iklan/laptop-dell-lettitude-e3410-IDqQi5T.html,2.000.000,Laptop Dell lettitude E3410,33,"Bogor Kota, Jawa Barat",via HP
Bekas,396647963        			,http://olx.co.id/iklan/dijual-laptop-acer-e5-421-kondisi-normal-siapa-pakai-no-minus-mulus-IDqQifN.html,2.700.000,Dijual laptop acer E5-421 kondisi normal siapa pakai no minus mulus,28,"Samarinda Kota, Kalimantan Timur",via HP
Bekas,396647789        			,http://olx.co.id/iklan/laptop-asus-dual-core-IDqQicZ.html,1.350.000,Laptop asus dual core,95,"Tangerang Selatan Kota, Banten",via HP
Bekas,396648983        			,http://olx.co.id/iklan/toshiba-l510-core-l3-ram-2gb-hdd-320-gb-bonus2-menarik-IDqQivf.html,2.100.000,Toshiba L510 core l3 Ram 2gb hdd 320 gb + bonus2 menarik,12,"Medan Kota, Sumatra Utara",via HP
Bekas,396647864        			,http://olx.co.id/iklan/cpu-core2duo-bekas-hdd-500gb-lcd-lg-IDqQiec.html,1.200.000,CPU Core2duo bekas hdd 500gb + LCD LG,57,"Surabaya Kota, Jawa Timur",via HP
Bekas,396648169        			,http://olx.co.id/iklan/d-cari-oppo-atau-vivo-botloop-padam-dan-getar-sj-IDqQij7.html,300.000,D cari oppo atau vivo botloop padam dan getar sj,43,"Medan Kota, Sumatra Utara",via HP
Bekas,396648114        			,http://olx.co.id/iklan/oppo-f1s-ram-3-32gb-gold-garansi-1-bulan-vooce-com-IDqQiie.html,2.300.000,OPPO f1s ram 3/32gb gold garansi 1 bulan#VOOCE COM,45,"Medan Kota, Sumatra Utara",via HP
Bekas,396648223        			,http://olx.co.id/iklan/vivo-x3s-jual-butuh-dana-cepat-IDqQijZ.html,1.000.000,Vivo x3s jual butuh dana cepat,168,"Palembang Kota, Sumatra Selatan",via HP
Bekas,396648158        			,http://olx.co.id/iklan/xiaomi-redmi-note-4x-3-32-hitam-snapdragon-IDqQiiV.html,2.040.000,Xiaomi redmi note 4x 3/32 hitam snapdragon,38,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396648244        			,http://olx.co.id/iklan/xiaomi-redmi-2-prime-IDqQikk.html,875.000,Xiaomi Redmi 2 Prime,189,"Jakarta Selatan, Jakarta D.K.I.",via HP
Baru,396648234        			,http://olx.co.id/iklan/redmi-4x-ram2gb-internal16gb-IDqQika.html,1.345.000,Redmi 4x Ram2gb/internal16gb,23,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396648118        			,http://olx.co.id/iklan/samsung-j5-mulus-fullset-IDqQiii.html,1.550.000,Samsung j5 mulus fullset,75,"Bandung Kota, Jawa Barat",via HP
Bekas,396648283        			,http://olx.co.id/iklan/samsung-j3-pro-2017-lengkap-IDqQikX.html,1.900.000,Samsung j3 pro 2017 lengkap,72,"Gianyar Kab., Bali",via HP
Bekas,396648273        			,http://olx.co.id/iklan/iphone-5s-gold-16gb-seperti-baru-sidik-jari-sinyal-4g-terima-tt-IDqQikN.html,2.200.000,IPhone 5s Gold 16Gb Seperti Baru Sidik Jari Sinyal 4G Terima Tt,53,"Banjarmasin Kota, Kalimantan Selatan",via HP
Bekas,396648403        			,http://olx.co.id/iklan/samsung-gte1205t-minus-kaca-retak-IDqQimT.html,100.000,Samsung GTE1205T minus kaca retak,37,"Tangerang Kota, Banten",via HP
Bekas,396648483        			,http://olx.co.id/iklan/jual-bb-style-murah-IDqQiob.html,50.000,Jual bb style murah,84,"Sidoarjo  Kab., Jawa Timur",via HP
Bekas,396268353        			,http://olx.co.id/iklan/vga-asus-gts-450-IDqOHw3.html,600.000,Vga asus gts 450,24,"Sumedang Kab., Jawa Barat",via HP
Baru,396269074        			,http://olx.co.id/iklan/modem-bolt-aquila-max-32gb-IDqOHGG.html,280.000,Modem bolt aquila max 32gb,13,"Depok Kota, Jawa Barat",via HP
Bekas,396269808        			,http://olx.co.id/iklan/hdd-wd-500-gb-hdd-120-gb-minus-IDqOHSv.html,200.000,Hdd wd 500 gb + hdd 120 gb minus,85,"Bandung Kota, Jawa Barat",via HP
Bekas,396270354        			,http://olx.co.id/iklan/promo-mifi-m2y-new-IDqOI1k.html,200.000,Promo Mifi M2Y New,63,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396269313        			,http://olx.co.id/iklan/charger-laptop-acer-IDqOHKx.html,120.000,Charger laptop acer,37,"Padang Kota, Sumatra Barat",via HP
Bekas,396270983        			,http://olx.co.id/iklan/dvd-player-eksternal-IDqOIbt.html,400.000,Dvd player eksternal,20,"Palembang Kota, Sumatra Selatan",via HP
Bekas,396648374        			,http://olx.co.id/iklan/samsung-galaxy-s4-IDqQimq.html,1.200.000,Samsung galaxy s4,46,"Denpasar Kota, Bali",via HP
Bekas,396270969        			,http://olx.co.id/iklan/vga-nvidia-gt-630-2-gb-128-bit-IDqOIbf.html,425.000,VGA Nvidia GT 630 2 Gb 128 bit,49,"Medan Kota, Sumatra Utara",via HP
Bekas,396271723        			,http://olx.co.id/iklan/modem-gsm-legendaris-murah-3g-bukan-mifi-IDqOInp.html,55.000,Modem GSM Legendaris Murah (3G) bukan mifi,52,"Semarang Kota, Jawa Tengah",via HP
Baru,396647674        			,http://olx.co.id/iklan/redmi-4a-prime-2-32-tam-nj-cell-IDqQib8.html,1.350.000,Redmi 4A Prime 2/32 TAM NJ CELL,50,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396646438        			,http://olx.co.id/iklan/fujitsu-f01f-scond-IDqQhRc.html,825.000,Fujitsu f01f scond,76,"Surakarta Kota, Jawa Tengah",via HP
Baru,396647714        			,http://olx.co.id/iklan/brandcode-3310-reborn-IDqQibM.html,175.000,Brandcode 3310 reborn,34,"Buleleng Kab., Bali",via HP
Bekas,396647613        			,http://olx.co.id/iklan/xiaomi-mi-4i-masih-mulus-no-minus-IDqQia9.html,1.250.000,Xiaomi mi 4i masih mulus no minus,22,"Kerawang Kab., Jawa Barat",via HP
Bekas,396648018        			,http://olx.co.id/iklan/redmi-3pro-3-32-fulset-murah-IDqQigG.html,1.100.000,Redmi 3Pro 3/32 Fulset Murah,122,"Semarang Kota, Jawa Tengah",via HP
Bekas,396647854        			,http://olx.co.id/iklan/xiaomi-redmi-4a-IDqQie2.html,1.000.000,Xiaomi redmi 4a,205,"Medan Kota, Sumatra Utara",via HP
Bekas,396647834        			,http://olx.co.id/iklan/samsung-galaxy-s7-flat-balck-mulus-IDqQidI.html,3.350.000,Samsung Galaxy S7 Flat Balck mulus,121,"Semarang Kota, Jawa Tengah",via HP
Bekas,396647918        			,http://olx.co.id/iklan/jual-polytron-s2-r2457-IDqQif4.html,500.000,Jual Polytron S2 R2457,140,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396648013        			,http://olx.co.id/iklan/lg-g4-dual-sim-mulus-like-nuw-IDqQigB.html,2.150.000,LG G4 DUAL SIM Mulus like nuw,31,"Magetan Kab. , Jawa Timur",via HP
Bekas,396648043        			,http://olx.co.id/iklan/handphone-samsung-v-duos-IDqQih5.html,550.000,Handphone samsung v duos,54,"Bandar Lampung Kota, Lampung",via HP
Bekas,396648028        			,http://olx.co.id/iklan/samsung-keystone3-fullset-segel-IDqQigQ.html,150.000,Samsung keystone3 Fullset.segel,50,"Denpasar Kota, Bali",via HP
Bekas,396261869        			,http://olx.co.id/iklan/telkom-flash-modem-nego-IDqOFOt.html,220.000,Telkom flash modem nego,25,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396262589        			,http://olx.co.id/iklan/jual-mifi-bolt-kartu-smartfrenn-13gb-unlocked-IDqOG05.html,220.000,Jual mifi bolt +kartu smartfrenn 13gb unlocked,34,"Cirebon Kota, Jawa Barat",via HP
Bekas,396259113        			,http://olx.co.id/iklan/led-lcd-asus-toshiba-acer-hp-13-3-inch-IDqOF61.html,375.000,LED LCD Asus Toshiba Acer HP 13.3 Inch,40,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396262838        			,http://olx.co.id/iklan/tplink-portable-3g-4g-IDqOG46.html,300.000,Tplink portable 3G 4G,30,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396265754        			,http://olx.co.id/iklan/modem-bolt-max2-IDqOGP8.html,500.000,Modem bolt max2,69,"Jakarta Barat, Jakarta D.K.I.",via HP
Baru,396265683        			,http://olx.co.id/iklan/aquila-max-free-32gb-IDqOGNZ.html,250.000,Aquila max free 32gb,22,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,390066579        			,http://olx.co.id/iklan/nokia-3510-jadoellllll-IDqoG8r.html,200.000,Nokia 3510 jadoellllll,87,"Tangerang Selatan Kota, Banten",via HP
Bekas,396265898        			,http://olx.co.id/iklan/slim-portable-dvd-writer-gp50-IDqOGRs.html,200.000,Slim portable dvd writer GP50,20,"Tangerang Kota, Banten",via HP
Bekas,390065054        			,http://olx.co.id/iklan/nokia-6510-jadul-bersejarah-normal-segel-IDqoFJQ.html,200.000,Nokia 6510 jadul bersejarah normal segel,300,"Bandung Kota, Jawa Barat",via HP
Baru,396648094        			,http://olx.co.id/iklan/iphone-6-32gb-kredit-30-menit-tanpa-kartu-kredit-IDqQihU.html,4.999.000,IPhone 6 32Gb kredit 30 menit tanpa kartu kredit,14,"Cimahi Kota, Jawa Barat",via HP
Bekas,390070159        			,http://olx.co.id/iklan/nokia-1280-hp-lancar-jaya-IDqoH4b.html,100.000,Nokia 1280 hp lancar jaya,122,"Banjarbaru Kota, Kalimantan Selatan",via HP
Bekas,390070943        			,http://olx.co.id/iklan/nokia-1600-normal-IDqoHgP.html,110.000,Nokia 1600 Normal,48,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Baru,390066929        			,http://olx.co.id/iklan/jual-murah-nokia-216-baru-gress-segel-box-grs-resmi-1th-bisa-cod-bdg-IDqoGe5.html,445.000,Jual MURAH NOKIA 216 baru gress segel box grs resmi 1th bisa cod Bdg,77,"Bandung Kota, Jawa Barat",via HP
Bekas,390076593        			,http://olx.co.id/iklan/hp-htc-m8-bisa-tt-IDqoIJX.html,1.700.000,Hp htc m8 bisa tt,152,"Surabaya Kota, Jawa Timur",via HP
Bekas,390081944        			,http://olx.co.id/iklan/nokia-express-music-5130-hp-aja-IDqoK8g.html,90.000,Nokia express music 5130 hp aja,342,"Bekasi Kota, Jawa Barat",via HP
Baru,390083414        			,http://olx.co.id/iklan/kesing-nokia-n-gage-classic-IDqoKwY.html,70.000,Kesing Nokia N gage Classic,133,"Surabaya Kota, Jawa Timur",via HP
Bekas,390080103        			,http://olx.co.id/iklan/motorola-razr-xt910-IDqoJEz.html,400.000,Motorola razr xt910,386,"Depok Kota, Jawa Barat",via HP
Bekas,390084354        			,http://olx.co.id/iklan/htc-desire-616-dual-sim-IDqoKL8.html,750.000,HTC desire 616 dual sim,320,"Bogor Kota, Jawa Barat",via HP
Bekas,396257993        			,http://olx.co.id/iklan/hdd-transcend-blue-1-tb-IDqOENX.html,650.000,HDD Transcend Blue 1 TB,91,"Sleman Kab., Yogyakarta D.I.",via HP
Bekas,396259074        			,http://olx.co.id/iklan/hardisk-ata-160-gb-bu-IDqOF5o.html,100.000,Hardisk ATA 160 GB BU,24,"Tangerang Kota, Banten",via HP
Baru,396254364        			,http://olx.co.id/iklan/promo-mifi-m2y-new-IDqODRq.html,200.000,Promo Mifi M2Y New,38,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396259619        			,http://olx.co.id/iklan/prolink-wireless-nano-usb-adapter-IDqOFeb.html,250.000,Prolink wireless nano usb adapter,22,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396260394        			,http://olx.co.id/iklan/modem-vadavone-3g-masih-negoo-IDqOFqG.html,230.000,Modem vadavone 3G masih negoo,17,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396259834        			,http://olx.co.id/iklan/hard-disk-pc-seagate-barracuda-1tb-IDqOFhE.html,475.000,Hard disk PC seagate barracuda 1tb,32,"Sidoarjo  Kab., Jawa Timur",via HP
Bekas,390085693        			,http://olx.co.id/iklan/motorola-w220-gsm-single-sim-IDqoL6J.html,250.000,Motorola W220 GSM Single Sim.,312,"Bandung Kota, Jawa Barat",via HP
Baru,390085923        			,http://olx.co.id/iklan/nokia-3310-reborn-baru-IDqoLar.html,625.000,NOKIA 3310 reborn baru,122,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,390095374        			,http://olx.co.id/iklan/motorola-v8-normal-siap-pakai-IDqoNCS.html,600.000,Motorola v8 Normal Siap Pakai,342,"Tangerang Selatan Kota, Banten",via HP
Bekas,396260648        			,http://olx.co.id/iklan/layar-lcd-12-soket-umum-plus-touchscreennya-IDqOFuM.html,150.000,"Layar lcd 12"" soket umum plus touchscreennya",34,"Jakarta Barat, Jakarta D.K.I.",via HP
Baru,390094583        			,http://olx.co.id/iklan/nokia-105-baru-segel-garansi-IDqoNq7.html,280.000,Nokia 105 baru segel garansi,100,"Bekasi Kota, Jawa Barat",via HP
Bekas,390086149        			,http://olx.co.id/iklan/nokia-210-harga-250-nettt-pakkkkkkkkk-IDqoLe5.html,250.000,Nokia 210 harga 250 nettt pakkkkkkkkk,139,"Tangerang Kota, Banten",via HP
Bekas,396646649        			,http://olx.co.id/iklan/cepat-samsung-j110g-sdh-4g-kondisi-bagus-mulus-terawat-IDqQhUB.html,750.000,Cepat samsung J110G sdh 4G. kondisi bagus mulus terawat.,95,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396646874        			,http://olx.co.id/iklan/vivo-v5s-fulset-1000-mulus-baru-2-bulan-pake-garansi-panjang-IDqQhYe.html,3.000.000,Vivo v5s fulset. 1000% mulus baru 2 bulan pake. garansi panjang.,27,"Jakarta Pusat, Jakarta D.K.I.",via HP
Baru,396646673        			,http://olx.co.id/iklan/oppo-f3-plus-cash-dan-kredit-hp-cepat-IDqQhUZ.html,5.199.000,Oppo F3 plus Cash dan Kredit Hp Cepat,18,"Jakarta Pusat, Jakarta D.K.I.",via HP
Bekas,396646738        			,http://olx.co.id/iklan/samsung-note-3-lte-ram-3-32-kamera-2-13-super-amoled-IDqQhV2.html,1.900.000,Samsung note 3 LTE ram 3/32 kamera 2/13 super Amoled,87,"Malang Kota, Jawa Timur",via HP
Bekas,396647054        			,http://olx.co.id/iklan/hpone-himax-x-plus-IDqQi18.html,1.500.000,Hpone Himax X plus..,19,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396601523        			,http://olx.co.id/iklan/vivo-v7-garansi-resmi-vivo-4-64-mulus-like-new-IDqQ6aL.html,3.800.000,Vivo V7+ Garansi Resmi Vivo 4/64 mulus like new,71,"Jakarta Utara, Jakarta D.K.I.",via HP
Bekas,396647093        			,http://olx.co.id/iklan/oppo-f3-dual-camera-ram-4-internal-64-IDqQi1L.html,2.950.000,Oppo F3 Dual Camera Ram 4 Internal 64,44,"Gresik Kab. , Jawa Timur",via HP
Bekas,396647193        			,http://olx.co.id/iklan/samsung-s8-bisa-kredit-dp-murah-IDqQi3n.html,10.499.000,Samsung s8 bisa kredit dp murah,23,"Depok Kota, Jawa Barat",via HP
Bekas,396647168        			,http://olx.co.id/iklan/lenovo-a6000-segel-nomal-lengkap-4g-lte-lancar-jaya-IDqQi2Y.html,1.075.000,Lenovo a6000+ segel nomal lengkap 4g lte lancar jaya,63,"Surakarta Kota, Jawa Tengah",via HP
Bekas,396647159        			,http://olx.co.id/iklan/s7-edge-hitam-single-sim-32gb-IDqQi2P.html,4.900.000,S7 Edge Hitam Single Sim 32Gb,49,"Bekasi Kota, Jawa Barat",via HP
Bekas,396647063        			,http://olx.co.id/iklan/oppo-f3-gold-mulus-cilla-lengkap-IDqQi1h.html,3.200.000,Oppo f3 gold mulus cilla lengkap,24,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396636394        			,http://olx.co.id/iklan/jual-lptop-toshiba-m305d-IDqQffc.html,2.200.000,Jual lptop toshiba m305d,33,"Bekasi Kota, Jawa Barat",via HP
Bekas,396636449        			,http://olx.co.id/iklan/macbook-unibodi-c2d-2gb-500gb-minus-IDqQfg5.html,1.600.000,Macbook unibodi c2d 2gb 500gb minus,96,"Jakarta Timur, Jakarta D.K.I.",via HP
Bekas,396636634        			,http://olx.co.id/iklan/komputer-acer-veriton-mini-dual-core-murmer-full-set-IDqQfj4.html,1.050.000,Komputer acer veriton mini dual core murmer full set,43,"Medan Kota, Sumatra Utara",via HP
Bekas,396635744        			,http://olx.co.id/iklan/macbook-air-gan-monggo-murah-IDqQf4I.html,3.300.000,Macbook air gan monggo murah,68,"Magelang Kab., Jawa Tengah",via HP
Baru,396637778        			,http://olx.co.id/iklan/asus-x-441-u-cash-and-kredit-IDqQfBv.html,5.300.000,Asus X 441 U cash and kredit,12,"Tangerang Kab., Banten",via HP
Bekas,396636984        			,http://olx.co.id/iklan/laptop-hp-14-notebook-masih-mulus-exs-cewe-IDqQfoI.html,2.750.000,"Laptop HP 14 NOtebook masih mulus,, exs cewe",18,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396637834        			,http://olx.co.id/iklan/lenovo-all-in-one-layar-23-intel-inside-ram-2gb-hdd-500gb-windows-7-IDqQfCq.html,3.300.000,"Lenovo All In One layar 23"" intel inside ram 2GB hdd 500GB Windows 7",39,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396637968        			,http://olx.co.id/iklan/laptop-nec-vxb22-IDqQfEA.html,2.000.000,Laptop NEC vxb22,15,"Tangerang Kab., Banten",via HP
Bekas,396637688        			,http://olx.co.id/iklan/ram-laptop-2gb-ddr3-pc10600kingston-IDqQfA4.html,140.000,"RAM Laptop 2GB DDR3 PC10600
Kingston",14,"Yogyakarta Kota, Yogyakarta D.I.",via HP
Bekas,396638394        			,http://olx.co.id/iklan/laptop-lenovo-g40-os-windows-8-1-pro-64-bit-kondisi-jarang-pakai-IDqQfLs.html,3.200.000,Laptop lenovo G40 Os Windows 8.1 pro 64-bit Kondisi Jarang pakai,15,"Jakarta Barat, Jakarta D.K.I.",via HP
Bekas,396647278        			,http://olx.co.id/iklan/samsung-j5-2015-lengkap-mulus-IDqQi4K.html,1.450.000,Samsung j5 2015 lengkap mulus,40,"Makassar Kota, Sulawesi Selatan",via HP
Bekas,396647218        			,http://olx.co.id/iklan/samsung-j1-2015-3g-IDqQi3M.html,750.000,Samsung j1 2015 3G,47,"Banjarmasin Kota, Kalimantan Selatan",via HP
Baru,396646064        			,http://olx.co.id/iklan/fingerprin-32gb-internal-4x-prime-xiaomi-miui8-IDqQhLa.html,1.575.000,Fingerprin 32gb internal 4x prime xiaomi miui8,33,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396644518        			,http://olx.co.id/iklan/lenovo-k4-note-fullset-muluss-3-16-IDqQhme.html,1.450.000,Lenovo k4 note fullset muluss 3/16,54,"Jakarta Selatan, Jakarta D.K.I.",via HP
Bekas,396645769        			,http://olx.co.id/iklan/handphone-himax-m2-hivi-IDqQhGp.html,700.000,Handphone himax m2 hivi,53,"Bandar Lampung Kota, Lampung",via HP
Baru,396645964        			,http://olx.co.id/iklan/himax-h-two-finger-scure-IDqQhJy.html,1.799.000,Himax H TWO Finger Scure,12,"Depok Kota, Jawa Barat",via HP
Bekas,396645933        			,http://olx.co.id/iklan/iphone-4g-16gb-putih-IDqQhJ3.html,600.000,Iphone 4g 16gb putih,65,"Makassar Kota, Sulawesi Selatan",via HP
